End_of_Period,Loan_Number,Region,Country_Code,Country,Borrower,Guarantor_Country_Code,Guarantor,Loan_Type,Loan_Status,Interest_Rate,Project_ID,Project_Name,Original_Principal_Amount,Cancelled_Amount_,Undisbursed_Amount_,Disbursed_Amount_,Repaid_to_IBRD_,Due_to_IBRD_,Exchange_Adjustment_,Borrowers_Obligation_,Sold_Third_Party_,Repaid__Third_Party,Due__Third_Party_,Loans_Held_,First_Repayment_Date,Last_Repayment_Date,Agreement_Signing_Date,Board_Approval_Date,Effective_Date_(Most_Recent),Closed_Date_(Most_Recent),Last_Disbursement_Date
9/30/2025,IBRD05300,"EUROPE AND CENTRAL ASIA",GR,Greece,"MINISTRY OF FINANCE",,,NPL,"Fully Repaid",0,P008418,"NIBID I (DFC)",12500000,925000,0,11575000,11575000,0,0,0,0,0,0,0,8/1/1969,8/1/1979,3/18/1968,3/14/1968,7/11/1968,6/30/1972,
9/30/2025,IBRD06650,"EUROPE AND CENTRAL ASIA",GR,Greece,"NATIONAL INVESTMENT BANK FOR",,,NPL,"Fully Repaid",7,P008419,"NIBID II (DFC)",20000000,0,0,20000000,20000000,0,0,0,0,0,0,0,2/1/1972,8/1/1986,4/15/1970,4/7/1970,7/16/1970,12/31/1973,
9/30/2025,IBRD07110,"EUROPE AND CENTRAL ASIA",GR,Greece,"MINISTRY OF FINANCE",,,NPL,"Fully Repaid",7,P008421,"EDUCATION 1",13800000,227758,0,13572242.2,11385644,0,0.01,0.01,2186598,2186598,0,0,2/1/1976,8/1/1990,11/5/1970,11/3/1970,3/31/1971,9/5/1979,
9/30/2025,IBRD07540,"EUROPE AND CENTRAL ASIA",GR,Greece,"MINISTRY OF FINANCE",,,NPL,"Fully Repaid",7,P008420,"GROUNDWATER DEVT.",25000000,12672,0,24987327.96,18777488,0,-0.01,-0.01,6209840,6209840,0,0,2/1/1977,2/1/1991,6/21/1971,6/10/1971,11/15/1971,11/30/1981,
9/30/2025,IBRD07910,"EUROPE AND CENTRAL ASIA",GR,Greece,"NATIONAL INVESTMENT BANK FOR",,,NPL,"Fully Repaid",7,P008422,"NIBID III (DFC)",25000000,0,0,25000000,15615139,0,0,0,9384861,9384861,0,0,5/1/1974,11/1/1983,12/6/1971,10/26/1971,3/6/1972,12/31/1975,
9/30/2025,IBRD08590,"EUROPE AND CENTRAL ASIA",GR,Greece,"MINISTRY OF FINANCE",,,NPL,"Fully Repaid",7,P008423,"EDUCATION II",23500000,5162689,0,18337311.27,12500097,0,-0.02,-0.02,5837214,5837214,0,0,2/1/1978,8/1/1992,10/2/1972,9/12/1972,3/30/1973,12/31/1982,
9/30/2025,IBRD09450,"EUROPE AND CENTRAL ASIA",GR,Greece,"NATIONAL INVESTMENT BANK FOR",,,NPL,"Fully Repaid",7,P008425,"NIBID IV (DFC)",15000000,0,0,15000000,10901941,0,-0.01,-0.01,4098059,4098059,0,0,11/1/1975,5/1/1985,11/29/1973,10/23/1973,3/28/1974,12/31/1977,
9/30/2025,IBRD09910,"EUROPE AND CENTRAL ASIA",GR,Greece,"MINISTRY OF FINANCE",,,NPL,"Fully Repaid",7,P008424,"YANNITSA IRRIG.",30000000,0,0,30000000,19141382,0,0.01,0.01,10858618,10858618,0,0,2/1/1980,2/1/1994,6/3/1974,4/30/1974,7/29/1975,12/31/1982,
9/30/2025,IBRD11340,"EUROPE AND CENTRAL ASIA",GR,Greece,"MINISTRY OF FINANCE",,,NPL,"Fully Repaid",9,P008427,"EDUCATION III",45000000,8144310,0,36855690.19,34865965,0,0,0,1989725,1989725,0,0,2/1/1981,8/1/1990,6/27/1975,6/3/1975,4/29/1976,9/1/1984,
9/30/2025,IBRD11350,"EUROPE AND CENTRAL ASIA",GR,Greece,"NATIONAL INVESTMENT BANK FOR",,,NPL,"Fully Repaid",9,P008426,"NIBID V DFC",25000000,0,0,25000000,16255115,0,0,0,8744885,8744885,0,0,8/1/1977,8/1/1987,6/27/1975,6/5/1975,10/28/1975,12/31/1978,
9/30/2025,IBRD11650,"EUROPE AND CENTRAL ASIA",GR,Greece,"MINISTRY OF FINANCE",,,NPL,"Fully Repaid",9,P008428,"EAST VERMION IRRIG.",40000000,14154111,0,25845889.39,24467297,0,0,0,1378592,1378592,0,0,8/1/1981,8/1/1990,10/3/1975,8/19/1975,8/12/1976,6/30/1984,
9/30/2025,IBRD12400,"EUROPE AND CENTRAL ASIA",GR,Greece,"MINISTRY OF FINANCE",,,NPL,"Fully Repaid",9,P008429,ROADS,30000000,0,0,30000000,21111099,0,0.01,0.01,8888901,8888901,0,0,10/1/1980,4/1/1991,5/24/1976,4/6/1976,1/5/1977,12/31/1983,
9/30/2025,IBRD13450,"EUROPE AND CENTRAL ASIA",GR,Greece,"MINISTRY OF FINANCE",,,NPL,"Fully Repaid",9,P008431,"VOLOS/SALONIKA SEWERAGE",36000000,20879734,0,15120265.85,13892124,0,0,0,1228142,1228142,0,0,5/1/1980,11/1/1991,2/3/1977,12/7/1976,11/30/1978,6/29/1984,
9/30/2025,IBRD14570,"EUROPE AND CENTRAL ASIA",GR,Greece,"MINISTRY OF FINANCE",,,NPL,"Fully Repaid",8,P008430,"EVROS REGIONAL DEVT.",35000000,3853067,0,31146933.36,24308547,0,0,0,6838387,6838387,0,0,3/1/1981,9/1/1992,6/27/1977,6/14/1977,10/19/1978,12/31/1984,
9/30/2025,IBRD15390,"EUROPE AND CENTRAL ASIA",GR,Greece,"MINISTRY OF FINANCE",,,NPL,"Fully Cancelled",7,P008433,"EDUCATION IV",60000000,60000000,0,0,0,0,0,0,0,0,0,0,12/1/1981,6/1/1993,4/14/1978,3/28/1978,9/19/1980,12/31/1982,
9/30/2025,IBRD15880,"EUROPE AND CENTRAL ASIA",GR,Greece,"MINISTRY OF FINANCE",,,NPL,"Fully Repaid",8,P008432,"VEG. PRODUCTION/MARKETNG",30000000,5100000,0,24900000,17526747,0,-0.01,-0.01,7373253,7373253,0,0,2/15/1982,8/15/1993,7/10/1978,6/6/1978,5/12/1980,6/30/1984,
9/30/2025,IBRD17180,"EUROPE AND CENTRAL ASIA",GR,Greece,"MINISTRY OF FINANCE",,,NPL,"Fully Repaid",8,P008434,"FORESTRY DEVELOPMENT",25000000,0,0,25000000,16500059,0,0,0,8499941,8499941,0,0,2/1/1983,8/1/1994,7/9/1979,6/5/1979,7/31/1981,12/31/1986,
9/30/2025,IBRD01240,"LATIN AMERICA AND CARIBBEAN",GT,Guatemala,"Ministerio de Finanzas PÃºblicas",GT,Guatemala,NPL,"Fully Repaid",5,P007179,HIGHWAY,18200000,0,0,18200000,15469000,0,0,0,2731000,2731000,0,0,2/1/1959,8/1/1970,7/29/1955,7/29/1955,11/3/1955,12/31/1960,
9/30/2025,IBRD04870,"LATIN AMERICA AND CARIBBEAN",GT,Guatemala,"INSTITUTO NACIONAL DE ELECTRIF",GT,Guatemala,NPL,"Fully Repaid",6,P007180,"POWER I (JURUN-MAUNA",15000000,765,0,14999234.61,14949235,0,0,0,50000,50000,0,0,7/1/1971,7/1/1992,3/10/1967,1/19/1967,11/14/1967,12/31/1972,
9/30/2025,IBRD05450,"LATIN AMERICA AND CARIBBEAN",GT,Guatemala,"INSTITUTO NACIONAL DE ELECTRIF",GT,Guatemala,NPL,"Fully Repaid",6,P007181,"POWER II (ESCUINTLA)",7000000,0,0,7000000,7000000,0,0,0,0,0,0,0,1/1/1972,7/1/1991,6/28/1968,6/18/1968,12/11/1968,12/31/1974,
9/30/2025,IBRD05760,"LATIN AMERICA AND CARIBBEAN",GT,Guatemala,"Ministerio de Finanzas PÃºblicas",GT,Guatemala,NPL,"Fully Repaid",7,P007182,EDUCATION,6300000,0,0,6300000,6300000,0,0,0,0,0,0,0,4/1/1979,10/1/1994,12/16/1968,11/26/1968,8/15/1969,7/31/1975,
9/30/2025,IBRD07220,"LATIN AMERICA AND CARIBBEAN",GT,Guatemala,"Ministerio de Finanzas PÃºblicas",GT,Guatemala,NPL,"Fully Repaid",7,P007183,LIVESTOCK,4000000,0,0,4000000,3696806,0,0,0,303194,303194,0,0,6/15/1976,12/15/1986,2/10/1971,1/5/1971,7/19/1971,6/30/1978,
9/30/2025,IBRD07920,"LATIN AMERICA AND CARIBBEAN",GT,Guatemala,"EMPRESA GUATEMALTECA DE TELECO",GT,Guatemala,NPL,"Fully Repaid",7,P007184,COMMUNICATIONS,16000000,0,0,16000000,14526824,0,0,0,1473176,1473176,0,0,1/15/1977,7/15/1991,1/5/1972,12/21/1971,7/17/1972,9/30/1978,
9/30/2025,IBRD11040,"LATIN AMERICA AND CARIBBEAN",GT,Guatemala,"EMPRESA GUATEMALTECA DE TELECO",GT,Guatemala,NPL,"Fully Repaid",9,P007185,"COMMUNICATION II",26000000,228457,0,25771543.07,24566920,0,0,0,1204623,1204623,0,0,10/15/1979,4/15/1995,4/29/1975,4/15/1975,11/25/1975,6/29/1984,
9/30/2025,IBRD12120,"LATIN AMERICA AND CARIBBEAN",GT,Guatemala,"Ministerio de Finanzas PÃºblicas",GT,Guatemala,NPL,"Fully Repaid",9,P007186,"EDUCATION II",14500000,0,0,14500000,14500000,0,0,0,0,0,0,0,6/15/1986,12/15/2005,3/5/1976,2/17/1976,4/20/1977,6/30/1983,
9/30/2025,IBRD13140,"LATIN AMERICA AND CARIBBEAN",GT,Guatemala,"Ministerio de Finanzas PÃºblicas",GT,Guatemala,NPL,"Fully Repaid",9,P007187,"EARTHQUAKE RECONST",6500000,2300060,0,4199939.74,4199940,0,0,0,0,0,0,0,11/1/1980,5/1/1998,8/2/1976,7/15/1976,4/20/1977,6/30/1983,
9/30/2025,IBRD13150,"LATIN AMERICA AND CARIBBEAN",GT,Guatemala,"Ministerio de Finanzas PÃºblicas",GT,Guatemala,NPL,"Fully Repaid",9,P007187,"EARTHQUAKE RECONST",20000000,0,0,20000000,20000000,0,0,0,0,0,0,0,1/15/1983,1/15/2001,8/2/1976,7/15/1976,5/5/1977,12/31/1982,
9/30/2025,IBRD14260,"LATIN AMERICA AND CARIBBEAN",GT,Guatemala,"INSTITUTO NACIONAL DE ELECTRIF",GT,Guatemala,NPL,"Fully Repaid",8,P007188,"POWER III (AGUACAPA)",55000000,0,0,55000000,55000000,0,0,0,0,0,0,0,6/15/1981,6/15/1994,6/10/1977,5/17/1977,2/7/1978,6/30/1981,
9/30/2025,IBRD16050,"LATIN AMERICA AND CARIBBEAN",GT,Guatemala,"INSTITUTO NACIONAL DE ELECTRIF",GT,Guatemala,NPL,"Fully Repaid",8,P007189,"POWER IV (CHIXOY)",72000000,0,0,72000000,72000000,0,0,0,0,0,0,0,3/1/1983,9/1/1995,7/21/1978,6/29/1978,7/20/1979,6/30/1985,3/10/1986
9/30/2025,IBRD16051,"LATIN AMERICA AND CARIBBEAN",GT,Guatemala,"INSTITUTO NACIONAL DE ELECTRIF",GT,Guatemala,CPL,"Fully Repaid",3,P007189,"POWER IV (CHIXOY)",44600000,144664,0,44455336.06,44455336,0,0,0,0,0,0,0,8/15/1990,8/15/1995,3/22/1985,3/19/1985,6/20/1985,12/31/1989,4/17/1990
9/30/2025,IBRD18460,"LATIN AMERICA AND CARIBBEAN",GT,Guatemala,"Ministerio de Finanzas PÃºblicas",GT,Guatemala,NPL,"Fully Repaid",8,P007190,"HIGHWAYS II",17000000,898331,0,16101669.5,16101670,0,0,0,0,0,0,0,1/1/1985,7/1/1997,6/24/1980,5/20/1980,6/29/1981,12/31/1986,6/12/1987
9/30/2025,IBRD03390,"LATIN AMERICA AND CARIBBEAN",CO,Colombia,"CORPORACION AUTONOMA REGIONAL",CO,Colombia,NPL,"Fully Repaid",6,P006703,"POWER EXPANSION",8800000,0,0,8800000,8330000,0,0,0,470000,470000,0,0,2/15/1966,2/15/1983,6/3/1963,5/29/1963,10/31/1963,12/31/1965,
9/30/2025,IBRD03430,"LATIN AMERICA AND CARIBBEAN",CO,Colombia,"FERROCARRILES NACIONALES DE COLOMBIA",CO,Colombia,NPL,"Fully Repaid",6,P006704,"RAILWAY REHABILITAIO",30000000,150620,0,29849380.49,29059380,0,0,0,790000,790000,0,0,11/1/1966,5/1/1983,6/21/1963,6/18/1963,8/7/1963,12/31/1967,
9/30/2025,IBRD03450,"LATIN AMERICA AND CARIBBEAN",CO,Colombia,"CONTRALORIA GENERAL DE LA REPUBLICA",CO,Colombia,NPL,"Fully Repaid",6,P006702,"PAZ DEL RIO STEEL",30000000,626867,0,29373133.41,28848133,0,0,0,525000,525000,0,0,4/15/1968,4/15/1978,6/28/1963,6/27/1963,1/3/1964,6/30/1971,
9/30/2025,IBRD03470,"LATIN AMERICA AND CARIBBEAN",CO,Colombia,"ELECTRIFICADORA DE BOLIVAR, S.",CO,Colombia,NPL,"Fully Repaid",6,P006705,"COSPIQUE POWER",5000000,103,0,4999897.04,4859897,0,0,0,140000,140000,0,0,11/1/1966,5/1/1983,7/16/1963,7/9/1963,11/5/1963,12/31/1967,
9/30/2025,IBRD03691,"LATIN AMERICA AND CARIBBEAN",CO,Colombia,"EMPRESAS PUBLICAS DE MEDELLIN",CO,Colombia,NPL,"Fully Repaid",6,P006706,"NARE POWER I-II",41550000,4500000,0,37050000,36490000,0,0,0,560000,560000,0,0,4/15/1969,4/15/1999,2/7/1964,2/6/1964,8/4/1964,10/15/1972,
9/30/2025,IBRD03692,"LATIN AMERICA AND CARIBBEAN",CO,Colombia,"EMPRESAS PUBLICAS DE MEDELLIN",CO,Colombia,NPL,"Fully Repaid",6,P006706,"NARE POWER I-II",3450000,1510567,0,1939433.23,1939433,0,0,0,0,0,0,0,4/15/1969,4/15/1999,2/7/1964,2/6/1964,3/29/1968,10/15/1972,
9/30/2025,IBRD04480,"LATIN AMERICA AND CARIBBEAN",CO,Colombia,"MINISTERIO DE HACIENDA Y CREDITO PUBLICO",CO,Colombia,NPL,"Fully Repaid",6,P006707,LIVESTOCK,16700000,3292977,0,13407023.3,13407023,0,0,0,0,0,0,0,9/15/1972,9/15/1984,5/16/1966,5/5/1966,11/16/1966,12/31/1971,
9/30/2025,IBRD04510,"LATIN AMERICA AND CARIBBEAN",CO,Colombia,"BANCO DE LA REPUBLICA",CO,Colombia,NPL,"Fully Repaid",6,P006708,"FINANCIERAS I (DFC)",25000000,359408,0,24640591.53,23610592,0,0,0,1030000,1030000,0,0,12/1/1970,12/1/1986,5/31/1966,5/5/1966,10/13/1966,7/31/1972,
9/30/2025,IBRD04990,"LATIN AMERICA AND CARIBBEAN",CO,Colombia,"EMPRESA NACIONAL DE TELECOM",CO,Colombia,NPL,"Fully Repaid",6,P006710,TELECOMMUNICATIONS,16000000,0,0,16000000,15650000,0,0,0,350000,350000,0,0,10/15/1971,10/15/1987,6/15/1967,6/8/1967,9/14/1967,3/31/1973,
9/30/2025,IBRD23280,"LATIN AMERICA AND CARIBBEAN",GT,Guatemala,"Ministerio de Finanzas PÃºblicas",GT,Guatemala,CPL,"Fully Repaid",6,P007191,"EDUCATION III",17255984,7682484,0,9573500,9573500,0,0,0,0,0,0,0,11/1/1987,5/1/2000,9/9/1983,6/28/1983,4/10/1984,12/31/1989,4/25/1990
9/30/2025,IBRD02300,"WESTERN AND CENTRAL AFRICA",GA,Gabon,"Ministre dâ€™ Etat ministre de I'Economie",GA,Gabon,NPL,"Fully Repaid",6,P000776,"COMILOG MANGANESE OR",35000000,0,0,35000000,6478100,0,0,0,28521900,28521900,0,0,7/1/1963,7/1/1974,6/30/1959,6/29/1959,8/20/1959,6/30/1963,
9/30/2025,IBRD03850,"WESTERN AND CENTRAL AFRICA",GA,Gabon,"Direction GÃ©nÃ©ral de la Dette",GA,Gabon,NPL,"Fully Repaid",6,P000777,ROAD,12000000,11278,0,11988722.03,11373722,0,-0.01,-0.01,615000,615000,0,0,11/1/1968,11/1/1984,7/10/1964,7/9/1964,2/9/1965,4/30/1968,
9/30/2025,IBRD05400,"WESTERN AND CENTRAL AFRICA",GA,Gabon,"Direction GÃ©nÃ©ral de la Dette",GA,Gabon,NPL,"Fully Repaid",6,P000778,EDUCATION,1800000,98873,0,1701126.63,1701127,0,0,0,0,0,0,0,8/15/1978,8/15/1993,6/7/1968,6/4/1968,9/20/1968,6/30/1975,
9/30/2025,IBRD2328S,"LATIN AMERICA AND CARIBBEAN",GT,Guatemala,"Ministerio de Finanzas PÃºblicas",GT,Guatemala,SCPD,"Fully Repaid",9,P007191,"EDUCATION III",1244016,0,0,1244016.19,1244016,0,0,0,0,0,0,0,11/1/1998,5/1/2000,9/9/1983,6/28/1983,4/10/1984,12/31/1989,
9/30/2025,IBRD23830,"LATIN AMERICA AND CARIBBEAN",GT,Guatemala,"Ministerio de Finanzas PÃºblicas",GT,Guatemala,CPL,"Fully Repaid",6,P007193,"INDUSTRIAL CREDIT",16423526,3249126,0,13174400,13174400,0,0,0,0,0,0,0,9/1/1988,3/1/2001,5/29/1984,2/21/1984,2/27/1985,6/30/1990,7/23/1991
9/30/2025,IBRD2383S,"LATIN AMERICA AND CARIBBEAN",GT,Guatemala,"Ministerio de Finanzas PÃºblicas",GT,Guatemala,SCPD,"Fully Repaid",9,P007193,"INDUSTRIAL CREDIT",3576474,0,0,3576473.99,3576474,0,0,0,0,0,0,0,9/1/1998,3/1/2001,5/29/1984,2/21/1984,2/27/1985,6/30/1990,
9/30/2025,IBRD23850,"LATIN AMERICA AND CARIBBEAN",GT,Guatemala,"EMPRESA GUATEMALTECA DE TELECO",GT,Guatemala,CPL,"Fully Repaid",4,P007192,"COMMUNICATIONS III",30000000,2573499,0,27426501.21,27426501,0,0,0,0,0,0,0,11/15/1989,5/15/1999,5/24/1984,3/1/1984,11/6/1984,6/30/1992,7/7/1992
9/30/2025,IBRD27240,"LATIN AMERICA AND CARIBBEAN",GT,Guatemala,"INSTITUTO NACIONAL DE ELECTRIF",GT,Guatemala,CPL,"Fully Repaid",7,P007196,"POWER V",81000000,79707001,0,1292998.83,1292999,0,0,0,0,0,0,0,12/15/1991,6/15/2001,6/7/1988,6/23/1986,9/28/1989,6/30/1996,6/15/1992
9/30/2025,IBRD27590,"LATIN AMERICA AND CARIBBEAN",GT,Guatemala,"Ministerio de Finanzas PÃºblicas",GT,Guatemala,CPL,"Fully Repaid",6,P007208,"WTR SUPPLY REHAB",22487630,19383530,0,3104100,3104100,0,0,0,0,0,0,0,5/15/1992,11/15/2001,8/26/1988,10/16/1986,4/14/1989,12/31/1995,9/4/1992
9/30/2025,IBRD05800,"WESTERN AND CENTRAL AFRICA",GA,Gabon,"Direction GÃ©nÃ©ral de la Dette",GA,Gabon,NPL,"Fully Repaid",7,P000779,"ROADS II",6000000,48346,0,5951653.65,5951654,0,0,0,0,0,0,0,1/15/1973,1/15/1989,1/10/1969,1/7/1969,4/11/1969,4/30/1975,
9/30/2025,IBRD08950,"WESTERN AND CENTRAL AFRICA",GA,Gabon,"Ministre dâ€™ Etat ministre de I'Economie",GA,Gabon,NPL,"Fully Repaid",7,P000780,"LIBREVILLE WATER SUP",9500000,0,0,9500000,9400000,0,0,0,100000,100000,0,0,10/15/1977,4/15/1998,5/30/1973,4/24/1973,9/7/1973,6/30/1979,
9/30/2025,IBRD2759S,"LATIN AMERICA AND CARIBBEAN",GT,Guatemala,"Ministerio de Finanzas PÃºblicas",GT,Guatemala,SCPD,"Fully Repaid",8,P007208,"WTR SUPPLY REHAB",512370,0,0,512370.11,512370,0,0,0,0,0,0,0,11/15/1998,11/15/2001,8/26/1988,10/16/1986,4/14/1989,12/31/1995,
9/30/2025,IBRD29720,"LATIN AMERICA AND CARIBBEAN",GT,Guatemala,"Ministerio de Finanzas PÃºblicas",GT,Guatemala,CPL,"Fully Repaid",6,P007200,"MUNIC DEV I",22848436,19120636,0,3727800,3727800,0,0,0,0,0,0,0,2/15/1994,8/15/2005,11/15/1989,6/23/1988,2/15/1990,6/30/1997,11/5/1997
9/30/2025,IBRD2972S,"LATIN AMERICA AND CARIBBEAN",GT,Guatemala,"Ministerio de Finanzas PÃºblicas",GT,Guatemala,SCPD,"Fully Repaid",5,P007200,"MUNIC DEV I",6151564,0,0,6151563.92,6151564,0,0,0,0,0,0,0,8/15/1998,8/15/2005,11/15/1989,6/23/1988,2/15/1990,6/30/1997,
9/30/2025,IBRD30020,"LATIN AMERICA AND CARIBBEAN",GT,Guatemala,"Ministerio de Finanzas PÃºblicas",GT,Guatemala,CPL,"Fully Transferred",7,P007205,"SCNDRY&REG RD RHB",5920000,5920000,0,0,0,0,0,0,0,0,0,0,8/15/1998,2/15/2013,5/21/1993,12/6/1988,11/17/1993,12/31/1999,
9/30/2025,IBRD10840,"WESTERN AND CENTRAL AFRICA",GA,Gabon,"Direction GÃ©nÃ©ral de la Dette",GA,Gabon,NPL,"Fully Repaid",8,P000781,"EDUCATION II",5000000,2143565,0,2856435.18,2856435,0,0,0,0,0,0,0,3/15/1979,9/15/1989,2/7/1975,12/3/1974,11/10/1975,6/30/1983,
9/30/2025,IBRD29330,"WESTERN AND CENTRAL AFRICA",GA,Gabon,"Ministre dâ€™ Etat ministre de I'Economie",GA,Gabon,CPL,"Fully Repaid",6,P000782,"SAL I",33360000,0,0,33360000,33360000,0,0,0,0,0,0,0,11/1/1992,5/1/2001,4/22/1988,4/21/1988,5/20/1988,6/30/1990,11/30/1991
9/30/2025,IBRD2933S,"WESTERN AND CENTRAL AFRICA",GA,Gabon,"Ministre dâ€™ Etat ministre de I'Economie",GA,Gabon,SCPD,"Fully Repaid",9,P000782,"SAL I",16640000,0,0,16640000,16640000,0,0,0,0,0,0,0,11/1/1998,5/1/2001,4/22/1988,4/21/1988,5/20/1988,6/30/1990,
9/30/2025,IBRD3002A,"LATIN AMERICA AND CARIBBEAN",GT,Guatemala,"Ministerio de Finanzas PÃºblicas",GT,Guatemala,SCL,"Fully Repaid",1,P007205,"SCNDRY&REG RD RHB",9185908,193423,0,8992485.59,8992486,0,0,0,0,0,0,0,8/15/1998,2/15/2013,5/21/1993,12/6/1988,11/17/1993,12/31/1999,5/3/2000
9/30/2025,IBRD3002S,"LATIN AMERICA AND CARIBBEAN",GT,Guatemala,"Ministerio de Finanzas PÃºblicas",GT,Guatemala,SCPD,"Fully Repaid",1,P007205,"SCNDRY&REG RD RHB",16394092,171692,0,16222400.17,16222400,0,0,0,0,0,0,0,8/15/1998,2/15/2013,5/21/1993,12/6/1988,11/17/1993,12/31/1999,10/8/1999
9/30/2025,IBRD30030,"LATIN AMERICA AND CARIBBEAN",GT,Guatemala,"Ministerio de Finanzas PÃºblicas",GT,Guatemala,CPL,"Fully Repaid",6,P007199,"GT/BASIC EDUCATION",14380900,11212000,0,3168900,3168900,0,0,0,0,0,0,0,8/15/1994,2/15/2009,1/10/1990,12/6/1988,6/22/1993,12/31/1998,6/12/1998
9/30/2025,IBRD3003A,"LATIN AMERICA AND CARIBBEAN",GT,Guatemala,"Ministerio de Finanzas PÃºblicas",GT,Guatemala,SCL,"Fully Repaid",2,P007199,"GT/BASIC EDUCATION",1004947,321,0,1004626.04,1004626,0,0,0,0,0,0,0,8/15/1998,2/15/2009,1/10/1990,12/6/1988,6/22/1993,12/31/1998,12/23/1998
9/30/2025,IBRD30460,"WESTERN AND CENTRAL AFRICA",GA,Gabon,"Ministre dâ€™ Etat ministre de I'Economie",GA,Gabon,CPL,"Fully Repaid",6,P000787,"ROAD MAINT",12326351,462351,0,11864000,11864000,0,0,0,0,0,0,0,12/15/1994,6/15/2004,7/10/1989,4/27/1989,10/5/1989,6/30/1995,11/8/1995
9/30/2025,IBRD3003S,"LATIN AMERICA AND CARIBBEAN",GT,Guatemala,"Ministerio de Finanzas PÃºblicas",GT,Guatemala,SCPD,"Fully Repaid",3,P007199,"GT/BASIC EDUCATION",14614153,0,0,14614152.69,14614153,0,0,0,0,0,0,0,8/15/1998,2/15/2009,1/10/1990,12/6/1988,6/22/1993,12/31/1998,
9/30/2025,IBRD3046S,"WESTERN AND CENTRAL AFRICA",GA,Gabon,"Ministre dâ€™ Etat ministre de I'Economie",GA,Gabon,SCPD,"Fully Repaid",5,P000787,"ROAD MAINT",17673649,11765,0,17661883.49,17661883,0,0,0,0,0,0,0,12/15/1998,6/15/2004,7/10/1989,4/27/1989,10/5/1989,6/30/1995,4/3/2001
9/30/2025,IBRD35330,"LATIN AMERICA AND CARIBBEAN",GT,Guatemala,"Ministerio de Finanzas PÃºblicas",GT,Guatemala,CPL,"Fully Repaid",6,P007210,"EML(ECONOMIC MODERNI",2210000,0,0,2210000,2210000,0,0,0,0,0,0,0,5/1/1998,11/1/2012,12/8/1992,11/24/1992,12/30/1992,6/30/1996,1/18/1996
9/30/2025,IBRD3533S,"LATIN AMERICA AND CARIBBEAN",GT,Guatemala,"Ministerio de Finanzas PÃºblicas",GT,Guatemala,SCPD,"Fully Repaid",2,P007210,"EML(ECONOMIC MODERNI",117790000,0,0,117790000,117790000,0,0,0,0,0,0,0,11/1/1998,11/1/2012,12/8/1992,11/24/1992,12/30/1992,6/30/1996,
9/30/2025,IBRD35340,"LATIN AMERICA AND CARIBBEAN",GT,Guatemala,"Ministerio de Finanzas PÃºblicas",GT,Guatemala,CPL,"Fully Repaid",6,P007220,"GT/SOCIAL INV FUND",370000,0,0,370000,370000,0,0,0,0,0,0,0,5/1/1998,11/1/2012,9/29/1993,11/24/1992,3/28/1994,3/31/1999,6/18/1998
9/30/2025,IBRD3534S,"LATIN AMERICA AND CARIBBEAN",GT,Guatemala,"Ministerio de Finanzas PÃºblicas",GT,Guatemala,SCPD,"Fully Repaid",2,P007220,"GT/SOCIAL INV FUND",19630000,405063,0,19224936.94,19224937,0,0,0,0,0,0,0,11/1/1998,11/1/2012,9/29/1993,11/24/1992,3/28/1994,3/31/1999,8/9/1999
9/30/2025,IBRD31140,"WESTERN AND CENTRAL AFRICA",GA,Gabon,"Ministre dâ€™ Etat ministre de I'Economie",GA,Gabon,CPL,"Fully Repaid",6,P000784,"TA 1",2142747,226747,0,1916000,1916000,0,0,0,0,0,0,0,12/15/1994,6/15/2004,12/5/1989,8/3/1989,2/12/1990,12/31/1993,11/9/1994
9/30/2025,IBRD3114S,"WESTERN AND CENTRAL AFRICA",GA,Gabon,"Ministre dâ€™ Etat ministre de I'Economie",GA,Gabon,SCPD,"Fully Repaid",5,P000784,"TA 1",2857253,0,0,2857252.82,2857253,0,0,0,0,0,0,0,12/15/1998,6/15/2004,12/5/1989,8/3/1989,2/12/1990,12/31/1993,
9/30/2025,IBRD38950,"LATIN AMERICA AND CARIBBEAN",GT,Guatemala,"Ministerio de Finanzas PÃºblicas",GT,Guatemala,CPL,"Fully Transferred",7,P007213,"GT INTEG FINAN MGT",0,0,0,0,0,0,0,0,0,0,0,0,2/15/2001,8/15/2015,1/22/1996,5/30/1995,4/23/1996,6/30/1999,
9/30/2025,IBRD3895A,"LATIN AMERICA AND CARIBBEAN",GT,Guatemala,"Ministerio de Finanzas PÃºblicas",GT,Guatemala,SCL,"Fully Repaid",1,P007213,"GT INTEG FINAN MGT",2002093,0,0,2002092.69,2002093,0,0,0,0,0,0,0,2/15/2001,8/15/2015,1/22/1996,5/30/1995,4/23/1996,6/30/1999,11/15/1999
9/30/2025,IBRD35060,"WESTERN AND CENTRAL AFRICA",GA,Gabon,"Ministre dâ€™ Etat ministre de I'Economie",GA,Gabon,CPL,"Fully Repaid",6,P000786,FORESTRY/ENVIRONMENT,1125000,0,0,1125000,1125000,0,0,0,0,0,0,0,3/15/1998,9/15/2007,1/15/1993,7/2/1992,9/23/1993,6/30/2002,5/28/1998
